pmid,title,decision,evidence_scope,decision_rationale
32545512,Pharmacological Evaluation of Artemisia cina Crude CO(2) Subcritical Extract after the Removal of Santonin by Means of High Speed Countercurrent Chromatography.,include_primary_synthesis,A. cina santonin-containing extract and safety/fractionation,"Primary fractionation study is relevant to preparation-specific chemistry and toxicity boundaries; parasite relevance requires full-text confirmation."
32670352,Insecticidal Activity of Artemisia vulgaris Essential Oil and Transcriptome Analysis of Tribolium castaneum in Response to Oil Exposure.,include_primary_synthesis,A. vulgaris oil insecticidal phenotype and target transcriptomics,"Primary mixture-level insecticidal study links exposure to an arthropod transcriptomic response without proving a single active terpene."
35856479,Phytochemical study of Seriphidium khorassanicum (syn. Artemisia khorassanica) aerial parts: sesquiterpene lactones with anti-protozoal activity.,include_primary_synthesis,purified sesquiterpene lactones and protozoal assay,"Primary isolation and anti-protozoal testing directly address STL chemistry and defined-compound phenotype."
38135228,Targeted screening of the synergistic components in Artemisia annua L. leading to enhanced antiplasmodial potency of artemisinin based on a "top down" PD-PK approach.,include_primary_synthesis,artemisinin matrix synergy and pharmacology,"Primary pharmacodynamic/pharmacokinetic study is relevant to mixture synergy, with attribution bounded by the tested preparation."
38414837,Advanced metabolic engineering strategies for increasing artemisinin yield in Artemisia annua L.,include_review_context,artemisinin metabolic engineering,"Relevant synthesis of engineering approaches; treat as review context and verify key quantitative claims in primary studies."
39330912,Antimalarial Mechanisms and Resistance Status of Artemisinin and Its Derivatives.,include_review_context,artemisinin mechanism and resistance,"Relevant review context for parasite-stage action and resistance; not evidence for other Artemisia species."
40451013,Discovery of antileishmanial compounds from Artemisia umbelliformis subsp. eriantha using HeteroCovariance Approach HetCA.,include_primary_synthesis,A. umbelliformis dereplication and antileishmanial compounds,"Primary chemometrics-guided discovery is directly relevant to linking Artemisia chemistry with Leishmania activity."
40804211,Synergistic formulation of Artemisia essential oils in beta-cyclodextrin: in vitro and in silico analysis of insecticidal activity against Culex pipiens.,include_primary_synthesis,multi-species Artemisia oil blend and mosquito larvicidal assay,"Primary defined-blend formulation study is relevant to mixture-level antiparasitic activity and delivery, not single-compound attribution."
40901832,Cadinapyridine sesquiterpene alkaloids from Artemisia annua and in vitro cytotoxicity and antiplasmodial activities.,include_primary_synthesis,A. annua sesquiterpenoid isolation and antiplasmodial assay,"Primary isolation and antiplasmodial testing are relevant to compound-level activity beyond artemisinin; full-text identity and selectivity require verification."
41028755,Single-nucleus transcriptomics reveal the morphogenesis and artemisinin biosynthesis in Artemisia annua glandular trichomes.,include_primary_synthesis,single-cell and spatial trichome pathway biology,"Primary tissue-resolved transcriptomics directly informs compartmentalization and developmental hypotheses."
27721819,"Si-Accumulation In Artemisia annua Glandular Trichomes Increases Artemisinin Concentration, but Does Not Interfere In the Impairment of Toxoplasma gondii Growth.",include_primary_synthesis,trichome chemistry and Toxoplasma assay,"Primary controlled plant-treatment and parasite assay; the infusion remains a complex preparation and the silicon-associated artemisinin increase did not establish improved parasite inhibition."
29657004,Artemisinin and Artemisia annua leaves alleviate Eimeria tenella infection by facilitating apoptosis of host cells and suppressing inflammatory response.,include_primary_synthesis,veterinary coccidiosis and host-response mechanism,"Primary chicken infection study directly adds a non-malaria protozoan comparator; host-response findings do not establish a parasite protein target or leaf-constituent attribution."
41655570,Chemical Diversity and Biological Activities of the Artemisia L. Genus Beyond Antimalarial Effects.,include_review_context,genus-wide chemistry and biological-activity context,"Potentially relevant recent review; use for discovery and cross-checking, not as the sole source for quantitative claims."
41877968,"Chemical composition and larvicidal efficacy of essential oils from three artemisia species endemic to the Mediterranean region against Culex pipiens (L.), insecticide-resistant vector: in vivo and in silico studies.",include_primary_synthesis,three-species oil chemotypes and mosquito assay,"Primary comparative oil study is relevant to cross-species chemistry and arthropod antiparasitic phenotype, with mixture attribution bounded."
42507277,Chemical Profile and Insecticidal Properties of Essential Oil Obtained from Algerian Artemisia herba-alba Leaves.,include_primary_synthesis,A. herba-alba leaf oil composition and mosquito assay,"Primary preparation-linked chemistry and vector-control assay add geographic chemotype and antiparasitic context."
16458889,"Artemisia annua L. (Asteraceae) trichome-specific cDNAs reveal CYP71AV1, a cytochrome P450 with a key role in the biosynthesis of the antimalarial sesquiterpene lactone artemisinin.",include_primary_synthesis,trichome CYP71AV1 function and artemisinin pathway,"Primary trichome-derived expression and recombinant enzyme study is a core gene-to-metabolite pathway anchor."
31956504,"Debottlenecking mevalonate pathway for antimalarial drug precursor amorphadiene biosynthesis in Yarrowia lipolytica.",include_primary_synthesis,heterologous sesquiterpene precursor engineering,"Primary metabolic-engineering study is relevant to pathway flux and translation, while remaining outside native Artemisia physiology."
33260767,Genome-Wide Identification of WRKY Genes in Artemisia annua: Characterization of a Putative Ortholog of AtWRKY40.,include_primary_synthesis,A. annua WRKY gene-family context,"Primary genome-wide regulator survey is relevant to transcriptional control, but putative orthology is not an independent evolutionary result."
34848710,Transcriptional regulation of flavonoid biosynthesis in Artemisia annua by AaYABBY5.,include_primary_synthesis,A. annua transcriptional regulation and metabolite context,"Primary regulator study is relevant to cross-pathway control and matrix effects, although the main endpoint is flavonoid rather than terpene chemistry."
11833740,"Simple and rapid physico-chemical methods to examine action of antimalarial drugs with hemin: its application to Artemisia annua constituents.",include_primary_synthesis,artemisinin constituent-hemin interaction assay,"Primary chemical-mechanism assay informs compound-level antimalarial hypotheses but is not a parasite growth assay."
15595609,"Progress in the research of artemisinin and its analogues as antimalarials: an update.",include_review_context,artemisinin analogues and antimalarial translation,"Relevant historical review context for structure, activity, and safety; primary studies remain required for quantitative claims."
15678372,"Identification of intermediates and enzymes involved in the early steps of artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,early artemisinin intermediates and enzyme activities,"Primary metabolite and enzyme study strengthens the stepwise pathway evidence in A. annua."
